Região,Área,Pagamento,Opinião,Renda,Idade
Baependinha,Engenharia e Produção,Recursos próprios,Insatisfeito,2.01,39
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.45,33
Baependinha,Humanidades,Financiamento bancário,Muito sa ,3.14,31
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,4.74,35
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,1.81,33
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.77,35
Baependinha,Jurídica e Contábil,Incentivos federais,Satisfeito,2.39,30
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.11,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisf ,2.65,39
Baependinha,Engenharia e Produção,Auxílio de familiares,Indiferente,1.89,26
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.15,29
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.19,36
Baependinha,Engenharia e Produção,Auxílio de familiares,Satisfeito,1.67,31
Baependinha,Engenharia e Produção,Auxílio de familiares,Satisfeito,1.87,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.42,32
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.25,28
Baependinha,Humanidades,Recursos próprios,Satisfeito,1.26,30
Baependinha,Administração,Recursos próprios,Satisfeito,1.81,35
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.39,24
Baependinha,Administração,Recursos próprios,Satisfeito,1.4,33
Baependinha,Humanidades,Recursos próprios,Muito satisfeito,1.62,32
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Insatisfeito,3.34,36
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.19,29
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.29,31
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.4,28
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.24,27
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Insatisfeito,3.04,33
Baependinha,Engenharia e Produção,Incentivos federais,Muito satisfeito,2.37,31
Itamaracanã,Educac ,Financiamento bancário,Muito satisfeito,1.15,26
Baependinha,Educacional,Recursos próprios,Muito satisfeito,1.93,33
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,2.48,30
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.21,28
Aratibutantã,Jurídica e Contábil,Recurso ,Indiferente,2.48,38
Baependinha,Computação e Matemática,Bolsas de estudo,Satisfeito,1.51,35
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.31,33
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.1,26
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,3.61,40
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,8.25,50
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.15,26
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.01,34
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,4.12,30
Aratibutantã,Administração,Recursos próprios,Indiferente,1.98,36
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.74,38
Baependinha,Jurídica e Contábil,Incentivos federais,Muito satisfeito,1.85,28
Itamaracanã,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.16,30
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatisfeito,4.04,40
Baependinha,Engenharia e Produção,Financiamento bancário,Muito s ,1.41,30
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.79,36
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.68,41
Baependinha,Administração,Recursos próprios,Muito satisfeito,1.84,25
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.43,30
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.11,30
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.51,33
Baependinha,Jurídica e Contábil,Incentivos federais,Muito satisfeito,1.46,31
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.17,29
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,3.45,31
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.43,32
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.12,33
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.9,32
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.31,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.96,37
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,1.63,32
Baependinha,Engenharia e Produção,Bolsa ,Insatisfeito,2.02,36
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,4.04,37
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.45,39
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.74,41
Baependi ,Engenharia e Produção,Incentivos federais,Satisfeito,2.03,31
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.59,29
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,4.68,39
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indiferente,2.65,39
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.2,21
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.28,31
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.61,32
Baependinha,Administração,Incentivos federais,Muito satisfeito,1.42,32
Itamaracanã,Educacional,Financ ,Muito satisfeito,1.06,25
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.2,23
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,5.03,44
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.24,26
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.28,33
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.16,25
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.13,28
Baepe ,Engenharia e Produção,Recursos próprios,Satisfeito,1.2,32
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.86,36
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,2.17,36
Baependinha,Jurídic ,Incentivos federais,Satisfeito,2.73,36
Baependinha,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,1.51,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.69,32
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.49,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.16,37
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,1.74,35
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,2.02,34
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,4.32,40
Baependinha,Engenharia e Produção,Incentivos federais,Muito insatisfeito,2.67,41
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,3.42,35
Baependinha,Engenharia e Produção,Incentivos federais,Indiferente,3.1,31
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.36,30
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.37,37
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,9.99,43
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.27,42
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.02,32
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.01,20
Baependinha,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,1.2,33
Baependinha,Jurídica e Contábil,Financiamento bancário,Indifere ,1.51,33
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.47,33
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.22,25
Paranapitanga,Jurídica e Contábil,Incent ,Muito insatisfeito,5.47,33
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.07,23
Aratibutantã, ,Bolsas de estudo,Indiferente,2.31,37
Baependinha,Engenharia e Produção,Auxílio de familiares,Indiferente,2.02,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.77,37
Aratibutantã,Engenharia e Produção,Auxílio de familiares,Insatisfeito,2.21,29
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,1.72,33
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.13,28
Baependinha, ,Financiamento bancário,Muito satisfeito,1.32,27
Baependinha,Humani ,Financiamento bancário,Muito satisfeito,1.41,29
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.8,35
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.83,27
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.08,27
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,26.2,37
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatisfeito,3.45,37
Baependinha,Computação e Matemática,Incentivos federais,Satisfeito,2.39,29
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,4.65,37
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indiferente,1.56,31
Baependinha,Humanidades,Financiamento bancário,Satisfeito,2.01,35
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.4,38
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.35,31
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.19,34
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.47,33
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,1.64,30
Baependinha,Jurídica e Contábil,Incentivos federais,Muito satisfeito,1.76,33
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.14,25
Aratibutantã,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,2.25,70
 ,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.18,30
Baependinha,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.27,33
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.17,29
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.31,40
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,1.77,31
Baependinha,Administração,Recursos próprios,Satisfeito,1.48,31
Aratibutantã,Computação e Matemática,Recursos próprios,Indiferente,2.6,32
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.31,32
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,3.12,30
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.62,28
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,3.89,33
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,2.34,29
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.61,33
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.33,28
Aratibutantã,Computação e Matemática,Recursos próprios,Indiferente,2.67,35
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Indiferente,3.1,31
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Indiferente,4.27,29
Baependinha,Jurídica e Contábil,Incent ,Muito insatisfeito,3.68,37
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Insatisfeito,2.84,36
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.04,30
Itamaracanã,Administração,Recursos próprios,Satisfeito,1.34,29
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,5.84,43
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito satisfeito,1.24,32
Baependinha,Computação e Matemática,Financiamento bancário,Muito s ,1.19,30
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,3.39,35
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.16,27
Aratibutantã,Administração,Financiamento bancário,Satisfeito,2.37,31
Baependinha,Computação e Matemática,Incentivos federais,Satisfeito,1.66,31
Baepen ,Administração,Incentivos federais,Muito satisfeito,1.4,27
Baependinha,Jurídica e Contábil,Recursos próprios,Indifer ,2.4,35
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.14,42
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.1,30
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.85,30
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.24,36
Aratibutantã,Administração,Recursos próprios,Indiferente,2.52,34
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.68,31
Baependinha,Engenharia e Produção,Incentivos federais,Insatisfeito,3.22,68
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,2.36,37
Baependinha,Engenharia e Produção,Bolsas de estudo,Satisfeito,2.02,33
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,9.65,42
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Insatisfeito,2.33,32
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.84,34
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.23,27
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,2.43,30
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.15,28
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.02,23
Itamaracanã,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.04,24
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,2.82,40
Baependinha,Engenharia e Produção,Incen ,Indiferente,2.57,40
Baependinha,Engenharia e Produção,Recursos próprios,Indiferente,2.43,35
Jaquereçaba,Engenharia e Produção,Incentivos federais,Indiferente,3.89,40
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.08,31
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.77,32
Itamarac ,Administração,Auxílio de familiares,Muito satisfeito,1.67,29
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.94,43
Aratibutantã,Jurídica e Contábil,Bolsas de estudo,Indiferente,2.42,33
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,1.91,27
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,1.85,33
Itamaracanã,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.07,25
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.55,33
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.93,29
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.2,28
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,2.68,35
Baependinha,Administração,Auxílio de familiares,Satisfeito,1.79,35
Baependinha,Jurídica e Contábil,Bolsas de estudo,Satisfeito,1.63,34
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.45,25
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.63,35
Itamaracanã,Administração,Financiamento bancário,Muito s ,1.25,28
Baependinha,Jurídica e Contábil,Incentivos federais,Muito in ,3.28,39
Arati ,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.82,34
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.84,37
Baependinha,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,1.51,29
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.03,27
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.14,37
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.02,23
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.11,21
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.55,38
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.2,27
Itamaracanã,Engenharia e Produção,Recursos próprios,Satisfeito,1.63,34
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.77,35
Itamaracanã,Humanida ,Financiamento bancário,Muito satisfeito,1.11,23
Baependinha,Humanidades,Recursos próprios,Satisfeito,1.34,28
Jaquereçaba,Engenharia e Produção,Incentivos federais,Insatisfeito,3.22,31
Baependinha,Engenharia e Produção,Incentivos federais,Indiferente,2.14,37
Baependinha,Human ,Financiamento bancário,Muito satisfeito,1.33,26
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.15,31
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.6,44
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.62,35
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.4,30
Aratibutantã,Jurídic ,Incentivos federais,Indiferente,1.7,32
Baependinha,Engenharia e Produção,Auxílio de familiares,Satisfeito,2,31
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,1.73,31
Baependinha,Engenharia e Produção,Financiamento bancário,Muito sa ,1.38,31
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.09,30
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito satisfeito,1.44,30
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito satisfeito,1.83,32
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,1.8,27
